2018-06-17 06:40:26;3167.5
2018-06-17 06:44:08;3168.0
2018-06-17 06:46:41;3168.5
2018-06-17 06:48:29;3169.0
2018-06-17 06:49:58;3169.5
2018-06-17 06:51:17;3170.0
2018-06-17 06:52:29;3170.5
2018-06-17 06:53:38;3171.0
2018-06-17 06:54:37;3171.5
2018-06-17 06:55:33;3172.0
2018-06-17 06:56:30;3172.5
2018-06-17 06:57:26;3173.0
2018-06-17 06:58:20;3173.5
2018-06-17 06:59:14;3174.0
2018-06-17 07:00:11;3174.5
2018-06-17 07:01:10;3175.0
2018-06-17 07:01:56;3175.5
2018-06-17 07:02:38;3176.0
2018-06-17 07:03:19;3176.5
2018-06-17 07:03:59;3177.0
2018-06-17 07:04:39;3177.5
2018-06-17 07:05:18;3178.0
2018-06-17 07:05:58;3178.5
2018-06-17 07:06:39;3179.0
2018-06-17 07:07:19;3179.5
2018-06-17 07:07:58;3180.0
2018-06-17 07:08:38;3180.5
2018-06-17 07:09:18;3181.0
2018-06-17 07:09:58;3181.5
2018-06-17 07:10:35;3182.0
2018-06-17 07:11:11;3182.5
2018-06-17 07:11:47;3183.0
2018-06-17 07:12:23;3183.5
2018-06-17 07:12:59;3184.0
2018-06-17 07:13:36;3184.5
2018-06-17 07:14:13;3185.0
2018-06-17 07:14:50;3185.5
2018-06-17 07:15:28;3186.0
2018-06-17 07:16:04;3186.5
2018-06-17 07:16:39;3187.0
2018-06-17 07:17:12;3187.5
2018-06-17 07:17:45;3188.0
2018-06-17 07:18:18;3188.5
2018-06-17 07:18:51;3189.0
2018-06-17 07:19:24;3189.5
2018-06-17 07:19:58;3190.0
2018-06-17 07:20:31;3190.5
2018-06-17 07:21:02;3191.0
2018-06-17 07:21:33;3191.5
2018-06-17 07:22:03;3192.0
2018-06-17 07:22:30;3192.5
2018-06-17 07:22:58;3193.0
2018-06-17 07:23:26;3193.5
2018-06-17 07:23:53;3194.0
2018-06-17 07:24:18;3194.5
2018-06-17 07:24:40;3195.0
2018-06-17 07:25:01;3195.5
2018-06-17 07:25:20;3196.0
2018-06-17 07:25:40;3196.5
2018-06-17 07:25:59;3197.0
2018-06-17 07:26:19;3197.5
2018-06-17 07:26:40;3198.0
2018-06-17 07:27:01;3198.5
2018-06-17 07:27:21;3199.0
2018-06-17 07:27:40;3199.5
2018-06-17 07:27:59;3200.0
2018-06-17 07:28:17;3200.5
2018-06-17 07:28:36;3201.0
2018-06-17 07:28:54;3201.5
2018-06-17 07:29:13;3202.0
2018-06-17 07:29:31;3202.5
2018-06-17 07:29:50;3203.0
2018-06-17 07:30:09;3203.5
2018-06-17 07:30:28;3204.0
2018-06-17 07:30:46;3204.5
2018-06-17 07:31:04;3205.0
2018-06-17 07:31:22;3205.5
2018-06-17 07:31:40;3206.0
2018-06-17 07:31:59;3206.5
2018-06-17 07:32:18;3207.0
2018-06-17 07:32:36;3207.5
2018-06-17 07:32:55;3208.0
2018-06-17 07:33:13;3208.5
2018-06-17 07:33:31;3209.0
2018-06-17 07:33:50;3209.5
2018-06-17 07:34:10;3210.0
2018-06-17 07:34:31;3210.5
2018-06-17 07:34:51;3211.0
2018-06-17 07:35:11;3211.5
2018-06-17 07:35:31;3212.0
2018-06-17 07:35:51;3212.5
2018-06-17 07:36:10;3213.0
2018-06-17 07:36:30;3213.5
2018-06-17 07:36:49;3214.0
2018-06-17 07:37:09;3214.5
2018-06-17 07:37:29;3215.0
2018-06-17 07:37:49;3215.5
2018-06-17 07:38:09;3216.0
2018-06-17 07:38:29;3216.5
2018-06-17 07:38:49;3217.0
2018-06-17 07:39:09;3217.5
2018-06-17 07:39:29;3218.0
2018-06-17 07:39:50;3218.5
2018-06-17 07:40:10;3219.0
2018-06-17 07:40:30;3219.5
2018-06-17 07:40:49;3220.0
2018-06-17 07:41:09;3220.5
2018-06-17 07:41:29;3221.0
2018-06-17 07:41:47;3221.5
2018-06-17 07:42:04;3222.0
2018-06-17 07:42:21;3222.5
2018-06-17 07:42:37;3223.0
2018-06-17 07:42:53;3223.5
2018-06-17 07:43:09;3224.0
2018-06-17 07:43:24;3224.5
2018-06-17 07:43:40;3225.0
2018-06-17 07:43:56;3225.5
2018-06-17 07:44:12;3226.0
2018-06-17 07:44:28;3226.5
2018-06-17 07:44:44;3227.0
2018-06-17 07:45:00;3227.5
2018-06-17 07:45:15;3228.0
2018-06-17 07:45:31;3228.5
2018-06-17 07:45:48;3229.0
2018-06-17 07:46:04;3229.5
2018-06-17 07:46:20;3230.0
2018-06-17 07:46:38;3230.5
2018-06-17 07:46:57;3231.0
2018-06-17 07:47:18;3231.5
2018-06-17 07:47:38;3232.0
2018-06-17 07:47:57;3232.5
2018-06-17 07:48:16;3233.0
2018-06-17 07:48:34;3233.5
2018-06-17 07:48:52;3234.0
2018-06-17 07:49:10;3234.5
2018-06-17 07:49:29;3235.0
2018-06-17 07:49:47;3235.5
2018-06-17 07:50:05;3236.0
2018-06-17 07:50:23;3236.5
2018-06-17 07:50:40;3237.0
2018-06-17 07:50:56;3237.5
2018-06-17 07:51:13;3238.0
2018-06-17 07:51:29;3238.5
2018-06-17 07:51:46;3239.0
2018-06-17 07:52:02;3239.5
